MinTemp,MaxTemp,Rainfall,Sunshine,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp3pm,Rain Today,Rain Tomorrow
14.8,19.6,0.6,9.0,35.0,55.0,46.0,5.0,3.0,18.9,0,1
15.2,18.8,15.6,2.1,37.0,90.0,72.0,8.0,5.0,17.4,1,1
16.2,22.7,0.0,9.5,33.0,63.0,72.0,3.0,7.0,21.3,0,1
18.5,22.8,1.0,3.4,46.0,80.0,92.0,7.0,6.0,20.6,0,1
19.5,23.5,3.0,4.0,57.0,86.0,91.0,6.0,7.0,21.4,1,1
18.8,24.9,0.0,4.0,31.0,82.0,90.0,5.0,6.0,22.6,0,1
20.5,26.5,10.8,8.4,22.0,77.0,77.0,1.0,3.0,23.6,1,1
18.1,24.7,0.6,5.2,31.0,66.0,67.0,6.0,7.0,22.7,0,1
18.1,25.2,0.0,12.6,31.0,68.0,65.0,1.0,2.0,24.2,0,1
20.3,23.1,0.4,0.0,31.0,75.0,89.0,8.0,8.0,21.3,0,1
19.1,24.6,13.6,6.2,39.0,79.0,82.0,7.0,7.0,22.0,1,1
18.4,20.4,11.4,0.0,41.0,87.0,84.0,7.0,7.0,20.1,1,1
19.2,23.9,0.0,4.5,33.0,62.0,66.0,7.0,8.0,22.4,0,1
18.0,19.6,10.8,0.0,61.0,91.0,91.0,8.0,8.0,18.0,1,1
17.0,22.7,61.0,2.5,81.0,89.0,95.0,8.0,8.0,20.6,1,1
20.2,25.6,0.0,12.0,30.0,73.0,64.0,1.0,1.0,24.7,0,1
18.7,25.1,0.0,8.0,28.0,84.0,74.0,3.0,4.0,24.7,0,1
19.6,25.2,3.6,7.7,37.0,67.0,70.0,3.0,3.0,23.7,1,1
19.6,24.5,1.8,0.3,50.0,92.0,88.0,8.0,8.0,24.1,1,1
21.9,24.7,2.0,4.984365045104616,46.1,96.0,91.0,8.0,7.0,24.0,1,1
20.0,22.0,0.4,0.0,41.0,92.0,98.0,7.0,8.0,20.6,0,1
18.4,25.1,0.0,12.1,43.0,66.0,69.0,6.0,6.0,23.0,0,1
19.8,26.2,5.8,6.8,46.0,88.0,80.0,7.0,7.0,25.1,1,1
21.2,26.4,0.6,7.3,31.0,78.0,74.0,7.0,7.0,25.3,0,1
21.7,25.0,26.6,0.1,31.0,96.0,86.0,8.0,7.0,23.2,1,1
22.6,27.9,0.0,5.2,28.0,79.0,76.0,7.0,7.0,25.9,0,1
23.5,27.1,3.8,1.9,39.0,86.0,80.0,7.0,8.0,25.5,1,1
21.2,26.1,37.2,0.6,39.0,85.0,91.0,7.0,8.0,24.6,1,1
21.0,25.3,73.8,3.6,61.0,97.0,77.0,8.0,1.0,24.8,1,1
22.9,26.2,0.0,10.8,48.0,78.0,80.0,3.0,4.0,25.0,0,1
22.0,26.3,0.4,11.9,41.0,88.0,73.0,6.0,4.0,25.6,0,1
20.7,26.1,1.4,8.2,41.0,87.0,85.0,7.0,6.0,23.9,1,1
21.9,26.0,0.4,6.4,54.0,82.0,84.0,6.0,7.0,24.9,0,1
22.6,24.2,2.6,0.0,57.0,85.0,89.0,8.0,8.0,24.1,1,1
22.9,24.2,2.4,0.0,56.0,91.0,98.0,8.0,8.0,23.7,1,1
22.9,25.3,43.8,0.0,56.0,96.0,95.0,8.0,8.0,24.0,1,1
23.3,26.1,6.6,1.5,52.0,84.0,88.0,7.0,8.0,23.4,1,1
22.7,27.3,15.2,4.1,48.0,88.0,83.0,7.0,7.0,25.6,1,1
22.4,25.8,7.0,0.3,22.0,92.0,89.0,8.0,7.0,24.3,1,1
22.3,25.3,4.2,1.6,33.0,92.0,86.0,8.0,7.0,24.3,1,1
22.4,25.9,0.0,7.3,44.0,76.0,71.0,4.0,5.0,24.9,0,1
21.6,24.4,1.4,2.3,43.0,75.0,88.0,7.0,7.0,21.6,1,1
22.1,24.8,0.0,1.5,85.0,78.0,79.0,7.0,8.0,23.0,0,1
23.1,26.5,0.0,0.5,48.0,89.0,91.0,8.0,8.0,23.7,0,1
22.6,27.0,1.0,4.6,44.0,88.0,78.0,7.0,7.0,25.6,0,1
22.1,24.8,3.8,0.0,33.0,90.0,90.0,8.0,8.0,22.9,1,1
20.1,26.3,0.0,6.981996039886879,39.0,73.0,73.0,4.0,5.0,24.4,0,1
20.5,26.8,0.6,6.5,52.0,73.0,78.0,6.0,7.0,24.4,0,1
19.8,24.4,3.0,0.3,44.0,98.0,76.0,8.0,8.0,22.8,1,1
20.1,25.1,2.2,4.1,46.0,81.0,80.0,6.0,7.0,22.8,1,1
21.6,25.8,0.0,2.2,44.0,77.0,84.0,7.0,8.0,23.5,0,1
20.2,25.5,61.6,1.2,56.2,92.0,84.0,7.0,7.0,23.9,1,1
21.5,25.2,0.0,0.9,33.0,92.0,85.0,8.0,7.0,24.0,0,1
23.1,27.3,0.0,8.4,37.0,83.0,74.0,5.0,5.0,26.2,0,1
21.5,26.5,3.8,4.6,20.0,91.0,91.0,7.0,7.0,23.8,1,1
20.7,26.3,3.8,8.9,28.0,80.0,74.0,3.0,4.0,25.0,1,1
20.3,24.0,23.6,0.9,39.0,92.0,82.0,7.0,7.0,21.8,1,1
17.6,25.4,0.4,3.4,28.0,82.0,93.0,7.0,7.0,21.5,0,1
19.0,24.6,0.0,8.6,35.0,83.0,75.0,3.0,2.0,23.2,0,1
19.4,23.4,1.4,7.6,37.0,88.0,70.0,7.0,1.0,22.9,1,1
20.1,24.7,0.0,4.1,50.0,78.0,86.0,6.0,8.0,21.5,0,1
16.5,24.1,0.0,5.8,31.0,68.0,87.0,7.0,7.0,21.9,0,1
20.3,25.6,2.4,5.2,39.0,90.0,85.0,7.0,7.0,23.6,1,1
18.3,23.7,7.4,6.6,56.0,83.0,73.0,5.0,4.0,22.8,1,1
18.0,23.0,0.6,6.981996039886879,41.0,74.0,75.0,8.0,5.0,22.2,0,1
20.9,22.5,0.0,3.9855495477134832,33.0,83.0,87.0,7.0,8.0,21.7,0,1
20.4,23.6,4.4,10.977258029451407,50.0,85.0,79.0,7.0,1.0,22.6,1,1
18.4,21.5,26.2,3.9855495477134832,48.0,91.0,87.0,8.0,8.0,20.4,1,1
19.3,22.4,39.9,5.983180542495747,57.0,97.0,95.0,7.0,6.0,20.1,1,1
19.6,23.3,13.0,4.984365045104616,41.0,87.0,85.0,7.0,7.0,21.6,1,1
18.3,23.1,0.2,7.850436836920075,39.0,85.0,84.0,4.0,6.0,22.6,0,1
15.2,23.3,0.0,10.977258029451407,28.0,74.0,72.0,3.0,1.0,22.3,0,1
19.0,21.5,0.0,3.9855495477134832,65.0,56.0,60.0,8.0,8.0,20.3,0,1
16.1,20.9,1.5,3.9855495477134832,54.0,80.0,71.0,7.0,8.0,18.9,1,1
15.9,21.9,0.6,3.9855495477134832,54.0,61.0,75.0,7.0,8.0,20.3,0,1
16.1,21.8,3.8,4.984365045104616,57.0,57.0,65.0,3.0,7.0,20.1,1,1
15.6,22.1,0.0,10.977258029451407,65.0,62.0,64.0,3.0,1.0,21.2,0,1
17.0,21.5,0.4,9.978442532060274,48.0,66.0,64.0,2.0,2.0,20.3,0,1
15.8,19.9,0.8,7.9808115372780115,44.0,85.0,66.0,8.0,4.0,18.4,0,1
16.4,20.5,0.0,4.984365045104616,91.0,80.0,72.0,5.0,7.0,19.8,0,1
17.7,20.4,1.9,3.9855495477134832,89.0,91.0,94.0,8.0,8.0,18.9,1,1
18.6,21.3,29.8,3.9855495477134832,54.0,97.0,89.0,8.0,8.0,20.4,1,1
14.5,19.2,0.4,10.977258029451407,39.0,63.0,56.0,6.0,1.0,17.8,0,1
14.0,19.9,0.0,8.669399150053671,40.1,53.0,44.0,3.0,3.0,18.9,0,1
17.4,21.1,0.4,3.9855495477134832,63.0,80.0,93.0,8.0,8.0,19.8,0,1
18.6,20.7,26.4,4.984365045104616,61.0,97.0,95.0,8.0,7.0,20.6,1,1
16.0,20.4,0.2,3.9855495477134832,37.0,82.0,87.0,8.0,8.0,19.9,0,1
14.6,20.9,0.2,3.9855495477134832,52.0,68.0,74.0,3.0,8.0,20.2,0,1
16.6,20.5,10.4,9.978442532060274,44.0,65.0,71.0,6.0,2.0,18.7,1,1
12.0,19.8,0.0,3.9855495477134832,30.0,79.0,62.0,8.0,8.0,18.8,0,1
13.3,20.3,0.0,3.9855495477134832,39.0,76.0,96.0,8.0,8.0,18.9,0,1
16.5,19.9,0.8,6.981996039886879,76.0,65.0,61.0,8.0,5.0,19.1,0,1
15.5,19.5,2.4,9.978442532060274,61.0,83.0,66.0,6.0,2.0,18.3,1,1
15.1,19.6,1.0,4.984365045104616,37.0,70.0,64.0,8.0,7.0,17.8,0,1
13.3,20.6,0.0,3.9855495477134832,33.0,66.0,65.0,7.0,8.0,19.5,0,1
14.7,19.3,0.0,3.9855495477134832,39.0,57.0,72.0,1.0,8.0,17.8,0,1
13.4,19.9,0.2,3.9855495477134832,26.0,70.0,67.0,5.0,8.0,17.8,0,1
17.6,20.8,0.6,3.9855495477134832,48.0,85.0,86.0,8.0,8.0,18.3,0,1
13.6,21.8,7.4,3.9855495477134832,44.0,76.0,90.0,2.0,8.0,18.8,1,1
13.9,21.1,0.0,3.9855495477134832,44.0,80.0,84.0,8.0,8.0,19.0,0,1
16.0,21.4,0.2,3.9855495477134832,65.0,89.0,92.0,8.0,8.0,18.1,0,1
12.4,17.4,0.1,3.9855495477134832,41.0,53.0,64.0,1.0,8.0,14.8,0,1
11.9,17.5,1.4,3.9855495477134832,50.0,59.0,57.0,5.0,8.0,16.0,1,1
13.6,18.4,0.0,9.978442532060274,56.0,63.0,49.0,1.0,2.0,16.8,0,1
12.7,17.2,4.0,3.9855495477134832,59.0,74.0,64.0,3.0,8.0,16.4,1,1
12.9,18.7,8.6,10.977258029451407,56.0,67.0,52.0,1.0,1.0,17.7,1,1
14.3,18.6,1.0,8.979627034669143,37.0,57.0,70.0,1.0,3.0,17.2,0,1
12.9,18.8,0.2,4.574587584385685,20.0,94.0,75.0,8.0,7.0,17.6,0,1
11.2,20.4,1.1,4.984365045104616,22.0,61.0,64.0,6.0,7.0,19.5,1,1
17.9,20.8,0.0,4.984365045104616,59.0,89.0,92.0,7.0,7.0,19.7,0,1
16.2,18.4,23.6,3.9855495477134832,54.0,93.0,80.0,8.0,8.0,17.9,1,1
15.4,18.0,13.8,3.9855495477134832,41.0,91.0,91.0,8.0,8.0,17.0,1,1
16.5,19.4,5.7,3.9855495477134832,41.0,95.0,86.0,8.0,8.0,18.0,1,1
18.0,22.2,0.0,9.029303054670162,48.0,61.0,67.0,5.0,5.0,21.3,0,1
14.5,18.2,5.8,3.9855495477134832,37.0,91.0,81.0,8.0,8.0,16.4,1,1
12.8,18.6,0.0,8.979627034669143,33.0,39.0,50.0,6.0,3.0,16.8,0,1
12.5,19.2,3.0,3.9855495477134832,30.0,92.0,93.0,8.0,8.0,14.5,1,1
17.1,21.4,0.2,7.702441258773621,37.0,68.0,63.0,4.0,4.0,19.9,0,1
15.2,21.2,0.8,4.984365045104616,31.0,85.0,62.0,8.0,7.0,20.2,0,1
16.3,21.9,0.6,3.9855495477134832,43.0,79.0,85.0,6.0,8.0,18.9,0,1
16.9,21.2,3.3,3.9855495477134832,54.0,66.0,70.0,7.0,8.0,19.8,1,1
15.4,21.2,10.6,6.981996039886879,48.0,68.0,67.0,1.0,5.0,19.8,1,1
15.9,19.9,4.5,3.9855495477134832,57.0,87.0,81.0,8.0,8.0,18.5,1,1
16.1,20.3,4.0,3.9855495477134832,46.0,84.0,75.0,8.0,8.0,18.9,1,1
14.7,20.5,5.2,3.9855495477134832,57.0,65.0,71.0,2.0,8.0,18.6,1,1
14.0,19.9,7.0,9.978442532060274,59.0,72.0,71.0,8.0,2.0,18.8,1,1
14.2,21.6,0.0,3.9855495477134832,39.0,67.0,73.0,1.0,8.0,20.4,0,1
16.2,20.0,0.4,4.984365045104616,24.0,61.0,87.0,8.0,7.0,16.4,0,1
15.8,22.4,0.0,7.9808115372780115,26.0,63.0,66.0,1.0,4.0,20.9,0,1
16.0,22.3,0.0,3.9855495477134832,48.0,66.0,81.0,1.0,8.0,20.7,0,1
14.6,21.3,0.0,3.9855495477134832,30.0,66.0,64.0,6.0,8.0,19.4,0,1
14.7,21.6,1.4,9.978442532060274,28.0,62.0,65.0,4.0,2.0,20.8,1,1
15.4,22.0,0.0,3.9855495477134832,41.0,61.0,74.0,7.0,8.0,19.2,0,1
17.4,20.6,11.4,3.9855495477134832,69.0,89.0,85.0,8.0,8.0,19.9,1,1
18.5,24.2,0.2,3.9855495477134832,56.0,75.0,81.0,1.0,8.0,21.4,0,1
19.5,21.4,75.0,3.9855495477134832,56.0,93.0,96.0,8.0,8.0,20.0,1,1
16.5,20.7,1.0,3.9855495477134832,63.0,60.0,54.0,8.0,8.0,18.4,0,1
18.5,22.5,0.0,4.984365045104616,54.0,71.0,76.0,8.0,7.0,20.9,0,1
18.8,23.1,1.8,4.984365045104616,50.0,84.0,83.0,8.0,7.0,22.3,1,1
19.4,24.5,0.0,3.9855495477134832,41.0,78.0,82.0,8.0,8.0,22.3,0,1
19.8,24.1,0.4,3.9855495477134832,48.0,74.0,81.0,8.0,8.0,22.8,0,1
19.4,26.1,0.0,3.9855495477134832,30.0,66.0,67.0,6.0,8.0,23.6,0,1
19.1,24.7,1.4,3.9855495477134832,20.0,75.0,84.0,8.0,8.0,22.2,1,1
19.0,25.1,1.8,7.9808115372780115,52.0,75.0,70.0,8.0,4.0,23.4,1,1
19.1,27.4,0.0,3.9855495477134832,30.0,69.0,74.0,1.0,8.0,24.5,0,1
20.3,26.8,0.0,3.9855495477134832,33.0,75.0,75.0,6.0,8.0,24.5,0,1
21.9,26.0,0.8,4.984365045104616,28.0,89.0,92.0,8.0,7.0,23.1,0,1
21.1,24.7,10.8,3.9855495477134832,39.0,90.0,96.0,8.0,8.0,21.8,1,1
22.0,26.0,17.0,6.981996039886879,54.0,88.0,77.0,7.0,5.0,25.4,1,1
21.0,26.0,3.0,3.9855495477134832,59.0,73.0,74.0,1.0,8.0,24.2,1,1
20.0,25.0,17.2,3.9855495477134832,50.0,81.0,84.0,7.0,8.0,24.2,1,1
17.0,27.0,6.4,8.979627034669143,26.0,87.0,74.0,8.0,3.0,24.5,1,1
19.0,25.0,0.2,3.9855495477134832,52.0,62.0,68.0,7.0,8.0,23.5,0,1
21.7,27.9,0.0,9.978442532060274,41.0,79.0,73.0,3.0,2.0,26.7,0,1
22.3,25.1,0.0,4.984365045104616,83.0,84.0,89.0,8.0,7.0,23.3,0,1
19.8,24.5,2.0,3.9855495477134832,81.0,85.0,83.0,4.0,8.0,22.3,1,1
17.3,24.0,0.0,10.580311214032063,41.0,63.0,65.0,5.0,5.0,21.7,0,1
17.5,23.2,0.2,9.978442532060274,52.0,59.0,58.0,4.0,2.0,22.0,0,1
17.1,22.2,4.8,3.9855495477134832,48.0,67.0,70.0,8.0,8.0,21.7,1,1
19.8,24.2,0.0,3.9855495477134832,41.0,63.0,73.0,8.0,8.0,22.4,0,1
17.1,22.8,37.4,9.978442532060274,41.0,89.0,79.0,8.0,2.0,21.1,1,1
16.5,22.6,0.0,3.9855495477134832,26.0,76.0,94.0,8.0,8.0,17.4,0,1
19.2,24.6,0.2,3.9855495477134832,52.0,75.0,73.0,8.0,8.0,21.8,0,1
19.1,23.5,2.4,3.9855495477134832,50.0,83.0,87.0,8.0,8.0,22.3,1,1
20.4,24.9,5.0,3.9855495477134832,59.0,95.0,92.0,8.0,8.0,22.7,1,1
17.4,22.6,0.0,3.9855495477134832,61.0,62.0,75.0,8.0,8.0,19.2,0,1
18.4,22.6,0.0,3.9855495477134832,44.0,70.0,71.0,6.0,8.0,21.1,0,1
17.6,22.9,1.6,3.9855495477134832,56.0,75.0,76.0,8.0,8.0,20.4,1,1
16.7,21.0,20.8,8.979627034669143,59.0,94.0,73.0,8.0,3.0,20.2,1,1
13.6,22.0,0.0,3.9855495477134832,35.0,66.0,90.0,7.0,8.0,18.1,0,1
14.4,20.3,0.4,3.9855495477134832,52.0,88.0,76.0,8.0,8.0,19.1,0,1
16.1,20.2,0.0,10.977258029451407,41.0,63.0,57.0,3.0,1.0,19.0,0,1
14.3,21.0,0.0,4.984365045104616,52.0,76.0,78.0,8.0,7.0,17.3,0,1
16.1,18.1,13.6,3.9855495477134832,59.0,85.0,92.0,8.0,8.0,15.6,1,1
16.8,20.2,0.0,3.9855495477134832,39.0,75.0,71.0,8.0,8.0,18.4,0,1
16.1,20.0,0.0,3.9855495477134832,33.0,66.0,78.0,8.0,8.0,17.9,0,1
13.5,20.2,2.0,3.9855495477134832,48.0,83.0,80.0,8.0,8.0,18.7,1,1
16.9,19.5,4.4,3.9855495477134832,61.0,91.0,95.0,8.0,8.0,17.9,1,1
16.9,20.2,30.0,3.9855495477134832,61.0,100.0,100.0,8.0,8.0,19.9,1,1
18.0,20.2,13.6,3.9855495477134832,43.0,94.0,94.0,7.0,8.0,19.8,1,1
17.1,21.4,12.4,5.983180542495747,39.0,94.0,85.0,5.0,6.0,20.1,1,1
17.5,20.5,1.4,3.9855495477134832,52.0,88.0,92.0,8.0,8.0,19.4,1,1
14.5,19.3,0.2,9.978442532060274,44.0,72.0,67.0,7.0,2.0,18.0,0,1
19.3,27.8,0.0,4.711180071291995,50.0,99.0,89.0,7.0,7.0,21.7,0,1
17.2,26.9,12.0,8.94238658776487,37.0,84.0,99.0,7.0,7.0,19.6,1,1
15.5,21.1,6.8,6.5124650538501925,17.0,100.0,71.4,7.0,7.0,16.7,1,1
18.9,33.0,0.0,6.192638314207966,59.0,93.0,48.0,6.0,5.0,30.2,0,1
18.9,29.3,0.0,7.058195861461896,35.0,79.0,68.0,6.0,6.0,24.3,0,1
14.3,30.9,0.0,8.836883711519693,37.0,61.0,37.0,3.0,3.0,29.8,0,1
22.8,39.8,0.0,10.08806961348047,57.0,64.0,25.0,2.0,3.0,37.5,0,1
20.7,31.4,0.0,6.86231693699667,39.0,64.0,53.0,4.0,4.0,29.6,0,1
22.2,23.6,0.0,4.957575502763961,31.0,80.0,70.0,7.0,6.0,23.0,0,1
17.4,20.2,3.2,5.93952477294168,22.0,93.0,96.0,8.0,8.0,19.3,1,1
16.2,22.0,6.6,5.623452501024716,33.0,80.0,68.0,6.0,6.0,20.9,1,1
15.6,19.8,0.8,7.055058860794209,48.0,86.0,72.0,6.0,6.0,19.1,0,1
15.1,18.2,28.0,4.574587584385685,30.0,94.0,97.0,8.0,8.0,17.5,1,1
15.8,20.8,32.8,7.0314745237864775,35.0,89.0,90.0,7.0,7.0,20.5,1,1
16.5,23.7,34.6,5.184343372148653,54.0,94.0,63.0,6.0,5.0,22.9,1,1
17.2,22.4,3.8,6.29224348000501,33.0,93.0,62.0,6.0,5.0,21.4,1,1
21.1,27.2,0.0,4.574587584385685,31.0,97.0,86.0,8.0,7.0,22.0,0,1
19.4,32.6,0.0,8.979627034669143,61.0,79.0,52.0,4.0,3.0,30.3,0,1
18.8,25.1,0.0,4.555058860794209,39.0,77.0,67.0,6.0,6.0,23.4,0,1
15.7,23.2,0.0,10.853298651743264,30.0,74.0,73.0,6.0,6.0,22.0,0,1
18.0,26.7,0.0,5.419256042293811,24.0,91.0,69.0,6.0,6.0,25.0,0,1
16.6,27.9,2.0,6.255453694997165,43.0,86.0,66.0,6.0,6.0,27.7,1,1
17.1,34.2,0.0,10.428193935257424,63.0,86.0,42.0,3.0,3.0,32.8,0,1
17.0,26.5,0.0,8.425752676483802,43.0,77.0,50.0,5.0,5.0,25.7,0,1
18.6,21.2,2.4,9.21537402547607,54.0,95.0,93.0,8.0,8.0,19.1,1,1
17.9,22.9,36.8,7.304461961497676,39.0,98.0,89.0,7.0,7.0,21.4,1,1
19.0,23.6,27.8,5.257154946714394,24.0,98.0,87.0,8.0,8.0,21.9,1,1
18.6,27.1,2.4,7.304461961497676,30.0,98.0,66.0,7.0,6.0,26.6,1,1
15.5,23.4,0.0,6.785452491561391,13.0,93.0,63.0,7.0,6.0,22.9,0,1
18.6,22.9,0.2,7.168067010692788,26.0,84.0,84.0,7.0,7.0,20.7,0,1
15.2,19.9,0.0,10.580311214032063,46.0,63.0,98.0,7.0,8.0,16.6,0,1
15.1,19.2,7.8,9.21537402547607,46.0,86.0,87.0,7.0,7.0,16.4,1,1
14.4,20.8,1.6,10.853298651743264,35.0,74.0,86.0,6.0,7.0,17.4,1,1
10.9,21.4,0.0,6.085527874757521,24.0,95.0,58.0,6.0,5.0,20.1,0,1
13.8,19.6,11.8,7.304461961497676,22.0,98.0,82.0,7.0,7.0,17.3,1,1
13.9,19.2,8.2,4.528121681701538,48.0,91.0,66.0,6.0,6.0,18.1,1,1
13.8,18.4,14.4,10.853298651743264,44.0,77.0,98.0,8.0,8.0,15.9,1,1
13.8,20.9,30.0,5.180711057328682,39.0,97.0,72.0,7.0,7.0,19.2,1,1
12.1,16.2,0.4,1.661455015034872,15.0,97.0,97.0,8.0,8.0,16.0,0,1
11.3,18.4,0.2,9.971549184213911,39.0,65.0,73.0,6.0,6.0,15.1,0,1
11.0,18.9,0.6,5.377057069552749,15.0,97.0,69.0,6.0,6.0,18.0,0,1
5.3,19.2,0.2,10.753946611741227,37.0,89.0,44.0,5.0,4.0,17.8,0,1
8.8,17.2,0.2,4.847772558198305,24.0,77.0,71.0,6.0,6.0,15.1,0,1
7.3,17.9,2.2,9.17597304689321,26.0,97.0,50.0,4.0,4.0,17.0,1,1
9.2,17.3,1.4,4.429033265012855,17.0,98.0,92.0,7.0,7.0,15.6,1,1
10.4,16.2,1.2,4.574587584385685,13.0,97.0,96.0,8.0,8.0,15.8,1,1
5.2,15.4,0.0,6.361455015034873,33.0,65.0,60.0,5.0,5.0,13.9,0,1
6.5,16.6,0.4,5.5900934458447695,28.0,98.0,69.0,5.0,5.0,15.5,0,1
4.9,16.7,0.2,7.254785941496657,30.0,98.0,46.0,4.0,4.0,16.3,0,1
6.5,26.7,0.0,9.971549184213911,52.0,65.0,29.0,3.0,3.0,23.4,0,1
5.0,11.2,0.0,3.0497250562571234,17.0,97.0,89.0,8.0,8.0,10.8,0,1
5.9,18.6,0.0,5.377057069552749,20.0,97.0,69.0,6.0,6.0,17.3,0,1
8.3,18.4,0.0,7.031474523786476,24.0,68.0,97.0,7.0,7.0,14.8,0,1
13.2,30.9,0.2,5.983180542495748,76.0,59.0,33.0,4.0,4.0,30.3,0,1
12.5,25.1,0.0,9.477869955258443,48.0,58.0,65.0,5.0,5.0,19.1,0,1
13.4,16.1,6.0,7.304461961497676,44.0,82.0,91.0,7.0,7.0,14.0,1,1
10.7,16.7,11.8,7.304461961497676,22.0,98.0,84.0,7.0,7.0,15.3,1,1
11.5,21.4,3.6,6.149725056257124,41.0,97.0,57.0,6.0,5.0,19.7,1,1
9.8,19.5,0.2,7.604414804694987,31.0,58.0,52.0,4.0,4.0,17.8,0,1
15.3,21.2,0.0,7.254785941496657,48.0,66.0,76.0,2.0,5.0,18.3,0,1
11.7,17.4,19.0,5.74382484126216,44.0,14.0,55.0,4.0,4.0,16.7,1,1
15.3,22.3,1.2,8.677869955258442,24.0,73.0,65.0,5.0,5.0,20.8,1,1
15.3,23.1,1.0,6.758487086075278,20.0,85.0,98.0,8.0,8.0,19.1,0,1
14.0,38.8,0.0,11.011203288591778,78.0,59.0,18.0,0.0,1.0,37.9,0,1
18.7,35.3,0.0,8.487207691518675,46.0,73.0,39.0,3.0,3.0,32.8,0,1
19.5,42.3,0.0,7.031474523786476,70.0,66.0,20.0,4.0,4.0,37.9,0,1
19.7,21.0,8.4,7.304461961497676,44.0,98.0,98.0,7.0,8.0,17.2,1,1
21.4,29.5,0.0,6.845403552980568,28.0,61.0,71.0,6.0,6.0,25.1,0,1
18.1,20.1,15.2,7.304461961497676,33.0,98.0,98.0,7.0,8.0,18.9,1,1
16.7,34.2,0.0,9.661527268590758,57.0,74.0,38.0,4.0,4.0,32.9,0,1
19.4,24.6,0.0,7.903155543983402,24.0,83.0,61.0,6.0,5.0,24.4,0,1
23.4,33.9,0.0,6.426937179092671,43.0,69.0,57.0,5.0,4.0,30.1,0,1
23.0,30.5,0.0,8.80599163695998,33.0,73.0,60.0,4.0,4.0,27.2,0,1
20.6,28.6,0.2,6.895079572981588,39.0,85.0,55.0,6.0,5.0,28.4,0,1
19.9,30.0,0.2,7.996045104532958,44.0,59.0,53.0,4.0,4.0,26.8,0,1
20.3,29.4,19.8,5.317106008133571,43.0,100.0,61.0,6.0,5.0,27.8,1,1
21.8,28.7,17.2,3.985549547713484,44.0,87.5,95.0,8.0,8.0,24.5,1,1
22.1,30.1,17.8,4.425971647541299,41.0,93.0,76.0,7.0,7.0,28.3,1,1
20.0,23.9,92.2,4.711180071291995,35.0,99.0,89.0,7.0,7.0,23.2,1,1
19.5,25.4,44.8,3.985549547713484,30.0,89.0,94.0,7.0,8.0,24.5,1,1
21.0,27.1,15.4,5.120562459808084,24.0,100.0,98.0,8.0,8.0,25.0,1,1
21.1,37.1,0.0,6.588908943235903,44.0,79.0,33.0,5.0,5.0,36.1,0,1
21.6,25.2,20.2,7.391378428402967,19.0,98.0,80.0,7.0,7.0,25.0,1,1
21.7,27.2,25.4,3.985549547713484,31.0,86.4,91.0,7.0,7.0,26.2,1,1
17.8,20.0,9.8,7.031474523786476,37.0,68.0,91.0,7.0,7.0,17.4,1,1
18.0,24.1,0.2,7.366957891280051,17.0,83.0,91.0,8.0,8.0,22.0,0,1
19.7,26.4,0.0,5.794788348368205,20.0,77.0,74.0,6.0,6.0,23.8,0,1
14.9,23.1,0.0,9.30244125877362,24.0,74.0,64.0,5.0,5.0,22.3,0,1
17.4,24.7,10.2,4.984167509003194,28.0,100.0,75.0,7.0,7.0,23.5,1,1
10.6,19.4,0.4,5.393549897519282,54.0,96.0,35.0,7.0,5.0,18.9,0,1
8.2,18.9,0.0,5.898564251049542,20.0,98.0,62.0,5.0,5.0,18.1,0,1
9.9,20.0,0.6,6.469006820397546,20.0,81.0,53.0,5.0,4.0,18.5,0,1
11.5,19.0,5.8,4.574587584385685,44.0,94.0,97.0,8.0,8.0,15.2,1,1
8.7,20.0,0.2,6.981798503785458,28.0,100.0,46.0,5.0,5.0,19.5,0,1
11.6,19.7,1.4,8.94238658776487,35.0,92.0,98.0,8.0,8.0,15.5,1,1
14.0,17.2,33.0,5.939524772941681,39.0,88.0,98.0,7.0,8.0,14.8,1,1
10.0,15.1,1.0,6.059624431881457,24.0,88.0,88.0,7.0,7.0,14.1,0,1
4.2,14.3,0.0,5.180711057328683,13.0,99.0,70.0,7.0,6.0,14.0,0,1
4.9,18.1,0.2,9.07897907467118,28.0,95.0,51.0,5.0,4.0,16.0,0,1
6.9,19.2,0.2,7.304461961497676,15.0,98.0,51.0,7.0,6.0,17.6,0,1
8.5,18.1,8.4,5.590093445844771,28.0,98.0,61.0,6.0,5.0,15.8,1,1
9.4,17.1,0.0,5.5900934458447695,13.0,96.0,61.0,7.0,6.0,16.2,0,1
11.0,12.4,2.2,4.711180071291995,17.0,99.0,100.0,8.0,8.0,12.3,1,1
6.9,15.7,0.2,10.743671570323068,63.0,47.0,41.0,2.0,3.0,15.2,0,1
3.2,18.7,0.0,6.519650876496766,20.0,99.0,42.0,5.0,4.0,18.0,0,1
6.6,12.3,5.4,7.304461961497676,13.0,98.0,99.0,8.0,8.0,12.2,1,1
2.2,20.8,0.0,8.212932766702448,37.0,78.0,39.0,3.0,3.0,20.0,0,1
12.3,19.0,0.0,5.094393514165249,24.0,94.0,74.0,7.0,7.0,18.3,0,1
11.2,15.0,2.6,4.574587584385685,24.0,97.0,83.0,8.0,8.0,14.9,1,1
11.8,18.9,0.0,5.666537335230481,28.0,76.0,98.0,4.0,7.0,14.9,0,1
